abbreviation,courseNumber,description,title,gradeAverage,letterAverage,openSeats,enrolledPercentage,enrolled,enrolledMax,units
GERMAN,204,A compact seminar designed to feature distinguished short-term visitors from German-speaking countries who have expertise in German literature and culture to teach topics that complement regular departmental offerings. One short paper is required. Taught in German. ,Compact Seminar,3.7789473684210533,A-,18,0.0,0,18,2.0
GERMAN,207,"Drawing on a variety of literary texts, periods, and genres, this seminar will present and explore different ways of reading. Topics will include literary hermeneutics and textual deconstruction. ",Methods,3.888888888888889,A,18,0.0,0,18,4.0
GERMAN,256,"Topics vary from year to year. For current topic see the department's ""Course Descriptions"" booklet. ",Problems of Literary Theory,3.9853658536585366,A,18,0.0,0,18,4.0
GERMAN,265,This seminar will examine traditional and recent critical approaches to the study of film. ,Film Theory:  Historical and Systematic Perspectives,3.94,A,12,0.0,0,12,4.0
GERMAN,299,Dissertation research and writing during candidacy.,Dissertation Research and Writing,4.0,A,33,0.0,0,33,1-12
GERMAN,375A,"The course focuses on the theory and practice of foreign language pedagogy. It introduces students to second language acquisition research and its relationship to pedagogy, providing a basis for staying theoretically informed and for participating in professional discourse of the field throughout one's teaching career. It also emphasizes critical reflection on pedagogical practices. Includes a practical component dealing directly with the day-to-day challenges of teaching elementary German. ",Seminar in Foreign Language Pedagogy: Teaching College German I,-1.0,,18,0.0,0,18,4.0
GERMAN,602,Independent study in consultation with graduate adviser to provide an opportunity for Ph.D. students to prepare for the qualifying examination. ,Individual Study for Doctoral Students,-1.0,,3,0.0,0,3,1-8
GWS,10,"Introduction to questions and concepts in gender and women's studies. Critical study of the formation of gender and its intersections with other relations of power, such as sexuality, racialization, class, religion, and age. Questions will be addressed within the context of a transnational world. Emphasis of the course will change depending on the instructor. ",Introduction to Gender and Women's Studies,3.5602209944751384,A-,150,0.0,0,150,4.0
GWS,50AC,A multi-disciplinary course designed to provide students with an opportunity to work with faculty investigating the topic gender in American culture. ,Gender in American Culture,3.567711171662126,A-,150,0.0,0,150,3.0
GWS,102,"An overview of transnational feminist theories and practices, which address the workings of power that shape our world, and women's practices of resistance within and beyond the U.S. The course engages with genealogies of transnational feminist theories, including analyses of women, gender, sexuality, ""race,"" racism, ethnicity, class, nation; postcoloniality; international relations; post-""development""; globalization; area studies; and cultural studies. ",Transnational Feminism,3.631972198088619,A-,50,0.0,0,50,4.0
GWS,111,"This course is designed to provide students with an opportunity to work closely with Gender and Women's Studies faculty, investigating a topic of mutual interest in great depth. Emphasis in on student discussion and collaboration. Topics will vary from semester to semester. Number of units will vary depending on specific course, format, and requirements. ",Special Topics,3.685669291338583,A-,35,0.0,0,35,1-4
GWS,129,"Examines gender and embodiment in interdisciplinary transnational perspective. The human body as both a source of pleasure and as a site of coercion, which expresses individuality and reflects social worlds. Looks at bodies as gendered, raced, disabled/able-bodied, young or old, rich or poor, fat or thin, commodity or inalienable. Considers masculinity, women's bodies, sexuality, sports, clothing, bodies constrained, in leisure, at work, in nation-building, at war, and as feminist theory. ",Bodies and Boundaries,3.7136655948553057,A-,75,0.0,0,75,4.0
GWS,130AC,"Examines the role of gender in health care status, in definitions and experiences of health, and in practices of medicine. Feminist perspectives on health care disparities, the medicalization of society, and transnational processes relating to health. Gender will be considered in dynamic interaction with race, ethnicity, sexuality, immigration status, religion, nation, age, and disability, and in both urban and rural settings. ","Gender, Race, Nation, and Health",3.5959427207637233,A-,150,0.0,0,150,4.0
GWS,131,"Examines historical and contemporary scientific studies of gender, sexuality, class, nation, and race from late 18th century racial and gender classifications through the heyday of eugenics to today's genomics. Explores the embedding of the scientific study of gender and sexuality and race in different political, economic, and social contexts. Considers different theories for the historical underrepresentation of women and minorities in science, as well as potential solutions. Introduces students to feminist science studies, and discusses technologies of production, reproduction, and destruction that draw on as well as remake gender locally and globally. ",Gender and Science,3.525862068965518,A-,75,0.0,0,75,4.0
GWS,133AC,"Explores various ways that human groups and interests, particularly in the United States, have both attached and divorced themselves from other animals, with particular focus on gender, race, ability, and sexuality as the definitional foils for human engagements with animality. ","Women, Men, and Other Animals: Human Animality in American Cultures",3.718402777777778,A-,75,0.0,0,75,4.0
GWS,C146B,"This course examines modern visual cultures that construct ways of seeing diverse sexualities. Considering Western conventions of representation during the modern period, we will investigate film, television, and video. How and when do ""normative"" and ""queer"" sexualities become visually defined? ",Cultural Representations of Sexualities: Queer Visual Culture,3.782608695652174,A-,40,0.0,0,40,4.0
GWS,155,"What economic, social, and cultural forces impel women to migrate and shape their experiences as immigrants? How does gender, together with race/ethnicity and class, affect processes of settlement, community building, and incorporation into labor markets? This course examines gender structures and relations as they are reconfigured and maintained through immigration. It emphasizes the agency of immigrant women as they cope with change and claim their rights as citizens. ",Gender and Transnational Migration,3.5181818181818176,A-,75,0.0,0,75,4.0
GWS,195,"This seminar is required of all seniors majoring in gender and women’s studies, with the exception of seniors enrolled in GWS H195. Students will engage in intensive seminar-style study of a topic determined by the faculty leader.",Gender and Women's Studies Senior Seminar,3.4975069252077566,B+,30,0.0,0,30,4.0
GWS,H195,Entails writing a bachelor's honors thesis pertaining to the student's major in gender and women's studies. Each student will work under the guidance of a faculty adviser who will read and grade the thesis. ,Gender and Women's Studies Senior Honors Thesis,3.9714285714285715,A,30,0.0,0,30,4.0
GWS,C196A,"This course is the UCDC letter-graded core seminar for 4 units that complements the P/NP credited internship course UGIS C196B. Core seminars are designed to enhance the experience of and provide an intellectual framework for the student's internship. UCDC core seminars are taught in sections that cover various tracks such as the Congress, media, bureaucratic organizations and the Executive Branch, international relations, public policy and general un-themed original research.",UCDC Core Seminar,-1.0,,10,0.0,0,10,4
GWS,210,"A cross-disciplinary examination of specific problems in the study of gender, women, and sexuality. Topics will vary; for example, representations of motherhood, women in the public sphere, work and gender, globalization of gender, and the history of sexuality. ",Advanced Interdisciplinary Studies,3.914285714285714,A,15,0.0,0,15,4.0
LGBT,20AC,"An introduction to varied dimensions of alternative sexual identities in the contemporary United States, with a focus ranging from individuals to communities. This course will use historical, sociological, ethnographic, political-scientific, psychological, psychoanalytical, legal, medical, literary, and filmic materials to chart trends and movements from the turn of the century to the present. ",Sexual Politics and Queer Organzing in the US,3.628900523560209,A-,100,0.0,0,100,4.0
LGBT,100,"This course is designed to provide students with an opportunity to work closely with LGBT faculty, investigating a topic of mutual interest in great depth. Emphasis in on student discussion and collaboration. Topics will vary from semester to semester. Number of units will vary depending on specific course, format, and requirements. ",Special Topics,3.6122302158273385,A-,75,0.0,0,75,4.0
LGBT,C146B,"This course examines modern visual cultures that construct ways of seeing diverse sexualities. Considering Western conventions of representation during the modern period, we will investigate film, television, and video. How and when do ""normative"" and ""queer"" sexualities become visually defined?",Cultural Representations of Sexualities: Queer Visual Culture,3.64444444444444,A-,35,0.0,0,35,4
HISTART,R1B,"How do mechanisms of perception structure responses to visual art? What is at stake when words describe images? By means of intensive looking, thinking, speaking, and writing, this course introduces the student to a series of problems and issues in the description and analysis of works of art. Because the course is also an introduction to the historical study of art, it is intended for students with no previous course work in the field. Satisfies the second half of the Reading and Composition requirement. ",Reading and Writing about Visual Experience,3.4792771786651127,B+,136,0.0,0,136,4.0
HISTART,10,"An introduction to the art of Egypt, Greece, Rome, and the European Middle Ages. Works of painting, sculpture, and architecture are presented chronologically and interpreted within their particular historical circumstances. The course focuses on themes such as the social and ideological functions of art, strategies of realism and abstraction, rhetorics of the material and immaterial, patronage and the construction of viewing, etc. It enables students to acquire the perceptual and critical skills to enjoy, interpret, and question works of art. Like 11, this course is recommended for potential majors and for students in other disciplines, both humanities and sciences. ",Introduction to Western Art: Ancient to Medieval,3.477661795407098,B+,75,0.0,0,75,4.0
HISTART,34,"An introduction to the arts of China, designed for newcomers to the history of art or to the study of Chinese culture. Lectures will survey six millennia of Chinese art thematically and chronologically, including the burial arts of the Neolithic period through the Tang dynasty (4th M. BCE-10th C. CE), Buddhist and Daoist ritual arts, and painting and calligraphy. Lectures, readings, and discussions will introduce students to various systems of Chinese thought, modes of visual analysis, and art historical method. ",Arts of China,3.514285714285715,A-,49,0.0,0,49,4.0
HISTART,180C,"Visual arts in the later 19th century. Impressionism and after. The nature of avant-garde culture and its relation to emerging consumer culture. May emphasize Paris, or the struggle for cultural mastery in Europe. ",Nineteenth-Century Europe: The Invention of Avant-Gardes,3.387719298245614,B+,61,0.0,0,61,4.0
HISTART,186A,"A consideration of major issues in art of the early 20th century. May focus on a particular place and period (e.g., Art in Paris or 1900-1914) or on a major artistic problem (e.g., Abstraction and Figuration).",Art in the Early 20th Century,3.5291139240506335,A-,50,0.0,0,50,4.0
HISTART,192G,"Problems in American and British art, architecture, design of the 17th, 18th, 19th, 20th, or 21st centuries; art institutions, collecting, or related topics. ","Undergraduate Seminar: Problems in Research and Interpretation: Undergraduate Seminar: American Art, Architecture, and Design",3.7389610389610386,A-,15,0.0,0,15,2-4
HISTART,200,"An introduction to the fundamentals of art history, including traditional and innovative perspectives designed for candidates for higher degrees. Offerings vary from year to year. Students should consult the department's ""Announcement of Classes"" for offerings before the beginning of the semester. ",Graduate Proseminar in the Interpretation of Art Historical Materials,3.9366666666666665,A,15,0.0,0,15,2-4
HISTART,290,"Topics explore themes and problems, often reflect current research interests of the instructor, and supplement regular curricular offerings. Detailed descriptions of current and future offerings available in 416 Doe Library. ",Special Topics in Fields of Art History,3.952205882352941,A,15,0.0,0,15,2-4
HISTART,300,"Weekly meetings with the instructor to discuss the methods and aims of the course, to plan the content and presentation of the material for the discussion sections, and to set standards and criteria for grading and commenting upon papers and exams. In addition, after visiting sections early in the semester, the instructor will discuss with each GSI individually his or her performance and make any necessary recommendations for improvement. ",Supervised Teaching of History of Art,-1.0,,5,0.0,0,5,1-5
HISTART,375,This pedagogical seminar introduces graduate students to methods and theories of teaching history of art. The course has two primary goals: (1) to train new graduate student instructors to assist in teaching History of Art classes at UCB; and (2) to introduce students to techniques of designing and teaching their own classes. The seminar may be taken concurrently with the first teaching assignment or in the semester before beginning teaching. ,Seminar in History of Art Teaching,-1.0,,10,0.0,0,10,2.0
HISTART,601,Individual study in consultation with the graduate adviser. ,Individual Study for Master's Students in the History of Art,-1.0,,10,0.0,0,10,1-12
HISTART,602,"Individual study, in consultation with the graduate adviser, intended to provide an opportunity for qualified students to prepare themselves for the various examinations required of candidates for the Ph.D. degree. ",Individual Study for Doctoral Students in the History of Art,-1.0,,10,0.0,0,10,1-12
HISTORY,R1B,Reading and composition courses based upon primary historical documents and secondary historical scholarship. These courses provide an introduction to core issues in the interpretation of historical texts and introduce students to the distinctive ways of reading primary and secondary sources. Courses focus on specific historical topics but address general issues of how historians read and write. Satisfies the second half of the Reading and Composition requirement. ,Reading and Composition in History,3.4847926267281104,B+,40,0.0,0,40,4.0
HISTORY,3,"A general introduction to the study of history, this course focuses on Byzantium and the Islamic world, two medieval successors to the Roman empire in the Eastern Mediterranean and the Near East. This course has three aims: to provide an outline of events that transpired in this area from the 4th-15th centuries; to explain how a modern historian can approach medieval sources in order to reconstruct various aspects of the past; and to discuss the commonalities of pre-industrial societies, and how lessons learnt in this class can be applied to the study of other time periods and geographic locations. ",Islamic and Eastern Roman History,3.374814814814815,B+,40,0.0,0,40,4.0
HISTORY,4A,"This course examines the history of the ancient Mediterranean world, from the rise of states and complex societies c. 3000 BCE to the reign of the first Christian Roman emperor, Constantine, in the fourth century CE. The first part of the course introduces students to the main regions and historical periods of the wider Mediterranean basin. The second part of the course proceeds thematically and considers a wide range of topics, including demography, mobility, economy, political organization, rulership, warfare, social hierarchy, sex and gender, slavery, revolution and resistance, religion and beliefs, and cultural production. The course concludes with a set of comparative perspectives, ancient and modern.",The Ancient Mediterranean World,3.4088929219600725,B+,120,0.0,0,120,4.0
HISTORY,5,"This course is an introduction to European history from around 1500 to the present. The central questions that it addresses are how and why Europe—a small, relatively poor, and politically fragmented place—became the motor of globalization and a world civilization in its own right. Put differently, how did ""western"" become an adjective that, for better and often for worse, stands in place of ""modern"". ",European Civilization from the Renaissance to the Present,3.3718938053097345,B+,100,0.0,0,100,4.0
HISTORY,6A,"The history of China from its beginnings to the destruction of the Song Dynasty by the Mongols in the 13th century. Topics to be covered include the emergence of Chinese civilization, the Chinese language, early rhetoric and philosophy, the creation of the first empire, law, Buddhism and religious Taoism, the socioeconomic revolution of the 10th to 12th centuries, identities (male and female, Chinese and ""barbarian""), lyric poetry, and painting and calligraphy. ",History of China: Origins to the Mongol Conquest,3.5816901408450703,A-,80,0.0,0,80,4.0
HISTORY,7A,"This course is an introduction to the history of the United States from the beginning of the European colonization of North America to the end of the Civil War. It is also an introduction to the ways historians look at the past and think about evidence. There are two main themes: one is to understand the origin of the ""groups"" we call European-Americans, Native-Americans, and African-Americans; the second, is to understand how democratic political institutions emerged in the United States in this period in the context of an economy that depended on slave labor and violent land acquisition. ",Introduction to the History of the United States: The United States from Settlement to Civil War,3.4260273972602744,B+,380,0.0,0,380,4.0
HISTORY,10,"The history of Africa is extraordinarily complex and rich in both tragedy and achievement. In this course, important issues in African history will be introduced including the following: how and why complex societies formed in Africa; the technological responses of different Africans to environmental changes; how various cultures, religions, and state ideologies helped to organize African social and political life; the effects of the trade in enslaved Africans on African social and political structures; the impact of European colonial rule on the continent; the political economy of post-colonial Africa; and some of the ways in which modern Africans have experienced the enormous transformations.",African History,3.4974413646055442,B+,40,0.0,0,40,4.0
HISTORY,14,"A brisk introduction to the nearly two millennia of recorded Japanese history. As a survey, the course gives attention to broad themes and problems in Japan's political, social, and cultural/intellectual history. Topics include the dialectic of national and local identities in shaping Japanese politics, Japan's interaction with the Asian continent and the Western world, and the relation of past to present in modern times. ",Introduction to the History of Japan,3.3957241379310354,B+,80,0.0,0,80,4.0
HISTORY,30,"Science as we know is the product of a historical process. In this course, we will explore the emergence of its concepts, practices, goals, and cognitive authority by surveying its roots in their social and cultural setting. We will trace the development of conceptions of the natural world from antiquity through the Scientific Revolution and the Enlightenment and up to the modern age. All the sciences fall within our purview, from their early forms up to today. ",Science and Society,3.626296743063932,A-,225,0.0,0,225,4.0
HISTORY,39,Freshman and sophomore seminars offer lower-division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester.,Freshman and Sophomore Seminar,4.0,A,18,0.0,0,18,1-2
HISTORY,84,"Sophomore seminars are small interactive courses offered by faculty members in departments all across the campus. Sophomore seminars offer opportunity for close, regular intellectual contact between faculty members and students in the crucial second year. The topics vary from department to department and semester to semester. Enrollment limited to 15 sophomores. ",Sophomore Seminar,3.972727272727273,A,18,0.0,0,18,1-2
HISTORY,100AC,"This course is designed to engage students in conversations about particular perspectives on the history of a selected nation, region, people, culture, institution, or historical phenomenon as specified by the respective instructor. By taking this course, students will come to understand, and develop an appreciation for, some combination of: the origins and evolution of the people, cultures, and/or political, economic, and/or social institutions of a particular region(s) of the world. They may also explore how human encounters shaped individual and collective identities and the complex political, economic, and social orders of the region/nation/communities under study. Instructors and subject will vary.",Special Topics in the History of the United States,3.6084050297816015,A-,195,0.0,0,195,4.0
HISTORY,100U,"This course is designed to engage students in conversations about particular perspectives on the history of a selected nation, region, people, culture, institution, or historical phenomenon as specified by the respective instructor. By taking this course, students will come to understand, and develop an appreciation for, some combination of: the origins and evolution of the people, cultures, and/or political, economic, and/or social institutions of a particular region(s) of the world. They may also explore how human encounters shaped individual and collective identities and the complex political, economic, and social orders of the region/nation/communities under study. Instructors and subject will vary.",Special Topics in Comparative History,3.4293795620437955,B+,65,0.0,0,65,4.0
HISTORY,106A,"A history of Rome from the foundation of the city to the dictatorship of Caesar. The course examines the evolution of Republican government, the growth of Roman imperialism, and the internal disruptions of the age of the Gracchi, Sulla, and Caesar. ",Ancient Rome: The Roman Republic,3.327958579881657,B+,100,0.0,0,100,4.0
HISTORY,111B,"Major themes in modern Southeast Asian history with an emphasis on cross-country comparisons involving the region's largest and most populous countries: Thailand, Burma, Vietnam, Indonesia, and the Philippines.",Topics in the History of Southeast Asia: Modern Southeast Asia,3.227118644067797,B+,48,0.0,0,48,4.0
HISTORY,112B,"This course will examine three centuries of South African history that account for the origin and development of the recently dismantled apartheid regime. Our aim is to understand the major historical forces that progressively shaped what became a turbulent socio-cultural, economic, political, and racial frontier. ","Africa: Modern South Africa, 1652-Present",3.476818181818182,B+,30,0.0,0,30,4.0
HISTORY,116D,Chinese history from the decline of the Qing empire to the reforms under the Chinese Communist Party in the late 20th century. ,China: Twentieth-Century China,3.3447817836812144,B+,54,0.0,0,54,4.0
HISTORY,125A,"The course will survey African American history from the African background to the outbreak of the Civil War. The origins and development of Afro-American society, culture and politics will be explored from the perspective of African-Americans themselves: slave and free, North and South. Throughout, the enduring dilemma of race relations functions as a central theme. ",African American History and Race Relations: 1450-1860,3.3520107238605896,B+,65,0.0,0,65,4.0
HISTORY,125B,"This course will examine the history of African Americans and race relations from 1860 through 2016.  Social, cultural, economic, and political developments will be emphasized. Topics to be covered include: Civil War; Black Reconstruction; black life and labor in the New South; Jim Crow; migration; urbanization; war and social change; the modern African American Freedom Struggle; and, post-Civil Rights-Black Power developments.",African American History and Race Relations: 1860-2016,3.401456310679611,B+,48,0.0,0,48,4.0
HISTORY,126B,"This course introduces students to the history of Mexican and Mexican American peoples in the United States. It begins in the precolonial Americas with an emphasis on North America and the region that later became the U.S. Southwest, and it ends in our present moment. It contextualizes historical moments, processes, and ideologies that continue to shape the lives of Mexican Americans: conquest, capitalism, heteropatriarchy, mestizaje, and white supremacy. Rooted in social history, the course emphasizes the struggles of everyday people to improve the circumstances of their lives. It asks students to examine U.S. history from the perspective of communities often erased in national narratives.",Mexican American Histories,2.9468000000000005,B,50,0.0,0,50,4.0
HISTORY,150B,"This course explores the history of medieval England from the Norman Conquest of 1066 to the end of the Wars of The Roses in 1485. The conquest radically changed English politics and society. The new rulers drew the kingdom into the politics and conflicts of continental Europe. At the same time England expanded at the expense of its neighbors in the British Isles, and faced recurring internal conflicts among its aristocracy and royal families. Alongside the history of kings and battles, we will study the economic, social, cultural and intellectual life of the realm, the development of its distinctive political and legal systems, and the social and religious upheavals which rocked England in the late fourteenth and fifteenth centuries.
",Medieval England: from the Conquest to 1485,3.5189655172413796,A-,54,0.0,0,54,4.0
HISTORY,151A,"The history of Britain, albeit with primary emphasis on England, from the advent of the Tudors through the reformations of the 16th century, revolutions of the 17th century, and growth of commercial society in the 18th century. Principal concentration on political, religious, and social developments. No prerequisites other than some sense of general European history.","Early Modern Britain, 1485-1750: Reformation to Revolution, Island to Empire",3.3492354740061163,B+,56,0.0,0,56,4.0
HISTORY,C157,"European history from the fourteenth to the middle of the seventeenth century. Political, social, and economic developments during this transitional period will be examined, together with the rise of Renaissance culture, and the religious upheavals of the sixteenth century. ",The Renaissance and the Reformation,3.3805273833671405,B+,48,0.0,0,48,4.0
HISTORY,159A,"Survey of the economic and social developments of Europe up to the eve of industrialization. Including the transformation of peasant-based, agrarian economies, capitalist organization, colonial expansion, and international trade. This course is equivalent to Economics 111A; students will not receive credit for both courses. ",European Economic History,3.0184931506849315,B,65,0.0,0,65,4.0
HISTORY,160,"Development and crises of the advanced economies, with particular emphasis on trade relations with third world countries. Economic impact of war, business cycles, and social movements. This course is equivalent to Economics 115; students will not receive credit for both courses. ",The International Economy of the 20th Century,3.2891001267427122,B+,195,0.0,0,195,4.0
HISTORY,164A,"Between 1500 and 1800, European thought built the foundations of modern culture, politics, economy, government, law, and religion. This course will introduce students to the period, from the Renaissance rediscovery of antiquity to the Scientific Revolution, from the theological innovation of the Reformation to the new forms of political theory that accompanied both French and American Revolutions. ","The Birth of Modern Thought: European Intellectual History, 1500-1800",3.420111731843575,B+,60,0.0,0,60,4.0
HISTORY,167B,"This course provides the essential foundation for understanding the catastrophic history of Germany in the 20th Century, as well as some of its successes. A central theme is the struggle to define and impose a single national identity on socially, culturally, and religiously diverse peoples in an age of Great Power conflict. Although the region now known as Germany will be the focus of our investigation, considerable attention will also be paid to the Hapsburg Empire, for until 1866 Austria was officially a part of ""Germany"" and remained, for nearly a century thereafter, culturally and in popular consciousness a part of a ""Greater Germany."" ",Modern Germany: The Rise and Fall of the Second Reich: Germany 1770-1918,3.5464,A-,40,0.0,0,40,4.0
HISTORY,170,The Lowlands from the earliest times to the present monarchy; emphasis on the Golden Age of the 17th and 18th Centuries. ,The Netherlands,3.8545454545454545,A,35,0.0,0,35,4.0
HISTORY,177A,"This course provides a survey of Armenian history from the earliest mentions of Armenia more than 2500 years ago to the end of the last Armenian Kingdom in Cilicia and the rise of the Ottomans in the 1400s. It will focus on the connections of Armenians and Armenian kingdoms with neighboring empires (including Persian, Roman, Abbasid, Byzantine, Seljuk, and Mongol), ethnic and religious groups and cultures. The aim of the course is to explore various social, political, and economic transformations that both linked Armenians with their neighbors and differentiated them as an ethno-religious group.",Armenia and Armenians from Ancient to Medieval Eras,3.411504424778761,B+,20,0.0,0,20,4.0
HISTORY,185A,"The course deals with the beginnings of Christianity and its development into a legal religion in the Roman Empire. It traces the changes Christianity underwent as the Roman Empire changed into one of several powers in the Mediterranean alongside the Umayyad Caliphate and other post-Roman kingdoms. Focusing on the evolution of Christianity in the West, the course ends with the coronation of Charlemagne as emperor in Rome in 800 CE. Throughout, the beginnings of Christianity will be investigated in the context of the societal givens that shaped it and to which the inhabitants of the Roman Empire and its successor states who became Christian responded. The course is based on primary sources and will include problems of historical method.",Christianity: The Beginnings,3.129411764705882,B,55,0.0,0,55,4.0
HISTORY,C187,"This course examines the historical development of human rights to the present day, focusing especially (but not exclusively) on the nineteenth and twentieth centuries. More than a history of origins, however, this course will contemplate the relationships between human rights and other crucial themes in the history of the modern era, including revolution, slavery, capitalism, colonialism, racism, and genocide. As a history of international and global themes and an examination of specific practices and organizations, this course will ask students to make comparisons across space and time and to reflect upon the evolution of human rights in international thought and action—from imperial beginnings to the crises of our time.",The History and Practice of Human Rights,3.5379367720465886,A-,114,0.0,0,114,4.0
HISTORY,299,Individual conferences to be arranged. Intended to provide directed reading in subject matter not covered in scheduled seminar offerings. ,Directed Reading,3.988888888888889,A,10,0.0,0,10,1-12
GPP,105,"This course is limited to declared Global Poverty and Practice minors. It is intended to provide Global Poverty and Practice minor students with the necessary background and knowledge to undertake projects and work experience of a global scope. Students will be exposed to a diversity of methodological frameworks, introduced to the basic skills needed to effectively participate in organizations, and to understand the ethics of global service and practice. Students will be required to complete a literature review and a major project proposal. ","The Ethics, Methods, and Pragmatics of Global Practice",3.591272727272728,A-,20,0.0,0,20,4.0
GPP,115,"This class seeks to provide a rigorous understanding of 20th century development and thus 21st century poverty alleviation. Students will take a look at popular ideas of poverty alleviation, the institutional framework of poverty ideas and practices, and the social and political mobilizations that seek to transform the structures of poverty. ",Global Poverty: Challenges and Hopes,3.5701284198771632,A-,162,0.0,0,162,4.0
GPP,196,"This course is intended to provide students with a forum for reflection on the Practice Experience component of the Global Poverty and Practice minor. Lessons learned in the minor will be applied to the realm of public discourse through various forms of public scholarship. Issues of power and privilege, civic engagement, and tensions between tourism vs. travel and community service vs. engagement will be addressed. Students will also explore academic and professional post-graduation options. ",Global Poverty and Practice Capstone Course,3.5985955056179777,A-,40,0.0,0,40,3.0
IAS,C118,"Formulation of a research hypothesis and definition of an empirical strategy. Regression analysis with cross-sectional and time-series data; econometric methods for the analysis of qualitative information; hypothesis testing. The techniques of statistical and econometric analysis are developed through applications to a set of case studies and real data in the fields of environmental, resource, and international development economics. Students learn the use of a statistical software for economic data analysis.",Introductory Applied Econometrics,3.15659722222222,B+,20,0.0,0,20,4
IND ENG,115,"Design and implementation of databases, with an emphasis on industrial and commercial applications. Relational algebra, SQL, normalization. Students work in teams with local companies on a database design project. WWW design and queries. ",Industrial and Commercial Data Systems,3.6085951940850274,A-,120,0.0,0,120,3.0
IND ENG,130,"Analytical techniques for the improvement of manufacturing performance along the dimensions of productivity, quality, customer service, and throughput. Techniques for yield analysis, process control, inspection sampling, equipment efficiency analysis, cycle time reduction, and on-time delivery improvement. Applications on semiconductor manufacturing or other industrial settings. ",Methods of Manufacturing Improvement,3.2443750000000002,B+,75,0.0,0,75,3.0
IND ENG,150,"Quantitative models for operational and tactical decision making in production systems, including production planning, inventory control, forecasting, and scheduling. ",Production Systems Analysis,3.2811791383219955,B+,69,0.0,0,69,3.0
IND ENG,160,"This course introduces unconstrained and constrained optimization with continuous and discrete domains.  Convex sets and convex functions; local optimality; KKT conditions; Lagrangian duality; steepest descent and Newton's method. Modeling with integer variables; branch-and-bound method; cutting planes. Models on production/inventory planning, logistics, portfolio optimization, factor modeling, classification with support vector machines.",Nonlinear and Discrete Optimization,3.1586442786069653,B+,85,0.0,0,85,3.0
IND ENG,162,"This course addresses modeling and algorithms for optimization of linear constrained optimization problems.  The simplex method; theorems of duality; complementary slackness.  Applications in production planning and resource allocation. Graph and network problems as linear programs with integer solutions. Algorithms for selected network flow problems.  Transportation and logistics problems.  Dynamic programming and its role in applications to shortest paths, project management and equipment replacement.",Linear Programming and Network Flows ,3.208278647147906,B+,80,0.0,0,80,3.0
IND ENG,171,"This course emphasizes the three Berkeley Changemaker pillars of critical thinking, effective communication, and productive collaboration. It combines critical examination of entrepreneurial challenges with strategic, ethical, and leadership theories. It develops verbal and collaborative leadership skills, through flipped classroom and intense case discussions, a team project, and a formal final presentation of the project. The case discussions in particular will develop effective listening, real-time analysis, and verbal leadership skills. The project will challenge you to analyze a current or historical ethical challenge in a high technology industry,
or analyze the ethical implications of your own entrepreneurial plans.",Berkeley Changemaker: Ethical and Effective Entrepreneurship in High Tech ,3.6596193065941534,A-,86,0.0,0,86,3.0
IND ENG,172,"This is an introductory course in probability designed to develop a good understanding of uncertain phenomena and the mathematical tools used to model and analyze it. Applications will be given in such areas as reliability theory, risk theory, inventory theory, financial models, and computer science, among others.  This course is a probability course and cannot be used to fulfill any engineering unit or elective requirements.
",Probability and Risk Analysis for Engineers,3.2772922636103154,B+,120,0.0,0,120,4.0
IND ENG,198,Group studies of selected topics. Semester course unit value and contact hours will have a one-to-one ratio. ,Directed Group Studies for Advanced Undergraduates,-1.0,,180,0.0,0,180,1-4
IND ENG,215,"Advanced topics in information management, focusing on design of relational databases, querying, and normalization. New issues raised by the World Wide Web. Research projects on current topics in information technology. ",Analysis and Design of Databases,3.87189349112426,A,120,0.0,0,120,3.0
IND ENG,221,"A course on financial concepts useful for engineers that will cover, among other topics, those of interest rates, present values, arbitrage, geometric Brownian motion, options pricing, & portfolio optimization. The Black-Scholes option-pricing formula will be derived and studied. Stochastic simulation ideas will be introduced and used to obtain the risk-neutral geometric Brownian motion values for certain types of Asian, barrier, and lookback options. Portfolio optimization problems will be considered both from a mean-variance and from a utility function point of view. Methods for evaluating real options will be presented. The use of mathematical optimization models as a framework for analyzing financial engineering problems will be shown. ",Introduction to Financial Engineering,3.567547723935389,A-,100,0.0,0,100,3.0
IND ENG,240,"Computing technology has advanced to the point that commonly available tools can be used to solve practical decision problems and optimize real-world systems quickly and efficiently. This course will focus on the understanding and use of such tools, to model and solve complex real-world business problems, to analyze the impact of changing data and relaxing assumptions on these decisions, and to understand the risks associated with particular decisions and outcomes. ",Optimization Analytics,3.8116708648194795,A-,220,0.0,0,220,3.0
IND ENG,241,"This is a Masters of Engineering course, in which students will develop a fundamental understanding of how randomness and uncertainty are root causes of risk in modern enterprises. The technical material will be presented in the context of engineering team system design and operations decisions. ","Risk Modeling, Simulation, and Data Analysis",3.8042457091237587,A-,201,0.0,0,201,3.0
IND ENG,250,"This will be an introductory first-year graduate course covering fundamental models in production planning and logistics. Models, algorithms, and analytical techniques for inventory control, production scheduling, production planning, facility location and logistics network design, vehicle routing, and demand forecasting will be discussed. ",Introduction to Production Planning and Logistics Models,3.7299065420560753,A-,30,0.0,0,30,3.0
